Name,Country,Gender,Division,Swim,Bike,Run,Overall
"Gray, Geoffrey",CAN,Male,M50-54,57.78333333333333,338.35,304,715.75
"Deeb, Katerina",USA,Female,F40-44,88.95,341.5833333333333,268.43333333333334,715.8
"Romano, Matthew",USA,Male,M35-39,81.85,353.03333333333336,267.8833333333333,716.1333333333333
"Houghton, Tanya",USA,Female,F45-49,79.36666666666666,325.68333333333334,300.4166666666667,716.4666666666667
"Roberts, Matt",USA,Male,M40-44,71.13333333333334,316.78333333333336,307.25,716.65
"Landolt, Marcel",CHE,Male,M30-34,80.68333333333334,330,293.78333333333336,716.7
"Smith, Ian",USA,Male,M30-34,80.98333333333333,348.0833333333333,266.51666666666665,716.8666666666667
"Green, Kevin",USA,Male,M45-49,65.35,333.03333333333336,297.6333333333333,716.95
"Goolsby, Floyd",USA,Male,M60-64,65.85,342.8833333333333,282.15,717.05
"Campbell, Lori",USA,Female,F50-54,67.43333333333334,347.95,290.85,717.15
"Batten, Lorand",USA,Male,M60-64,92.16666666666667,338.23333333333335,275.1333333333333,717.3666666666667
"Arce, Carlos",PER,Male,M30-34,76.28333333333333,354.85,269.56666666666666,717.85
"Hermann, Heather",USA,Female,F25-29,59.93333333333333,345.8833333333333,296.23333333333335,717.9166666666666
"Ochsner, Martin",CHE,Male,M25-29,78.08333333333333,329.8833333333333,294.21666666666664,717.9333333333333
"Flores, Rodmy",ECU,Male,M40-44,78.35,346.6666666666667,281.1333333333333,718.0666666666667
"Fox, Edward",USA,Male,M50-54,78.73333333333333,362.3833333333333,263.1333333333333,718.2
"Sgarbi, Fabio",BRA,Male,M40-44,69.21666666666667,345.9,289,718.2
"Jedrzejczyk, Chris",USA,Male,M45-49,76.46666666666667,332.3833333333333,292.95,718.3333333333334
"Axford, Dale",AUS,Male,M30-34,72.31666666666666,364.21666666666664,265.46666666666664,718.4166666666666
"Blankenship, Mack",USA,Male,M50-54,72.9,339.76666666666665,289.48333333333335,718.45
"Dwornik, Ryan",USA,Male,M40-44,71.8,355.9,265.55,718.65
"Alsop, Park",USA,Male,M55-59,76.91666666666667,351.3666666666667,273.06666666666666,718.7333333333333
"Jansen, Kaupo",EST,Male,M40-44,78.41666666666667,331.6333333333333,294.05,719.1333333333333
"Taylor, Ken",USA,Male,M30-34,84.15,364.35,254.75,719.4833333333333
"Sagers, Steve",USA,Male,M18-24,75.05,343.26666666666665,279.46666666666664,719.6166666666667
"Ebensperger, Andreas",USA,Male,M45-49,82.55,337.95,279.3833333333333,719.65
"Zach, Wilhelm",AUT,Male,M50-54,76.9,343.23333333333335,285,719.7166666666667
"Boudras, Michel",FRA,Male,M45-49,75.05,313.95,321.25,719.8166666666667
"Estep, Blair",USA,Male,M50-54,65.33333333333333,349.9166666666667,289.01666666666665,720.0166666666667
"Rose, Laurie",USA,Female,F50-54,85.46666666666667,342.4166666666667,276.2,720.2166666666667
"Otavo, Juan",COL,Male,M35-39,103.13333333333334,353.5833333333333,245.8,720.2833333333333
"Armstrong, Michael",GBR,Male,M40-44,62.45,336.01666666666665,310.73333333333335,720.3833333333333
"Tarver, Zach",USA,Male,M40-44,71.15,366.21666666666664,264.5,720.4666666666667
"Stilwell, Jeffrey",USA,Male,M50-54,74.9,327.8,299.76666666666665,720.6166666666667
"Mitrou, Jeff",USA,Male,M40-44,87.11666666666666,343.23333333333335,265.71666666666664,720.8166666666667
"Sweet, Stephen",USA,Male,M40-44,68.95,334.21666666666664,305.56666666666666,720.9666666666667
"Chandler, John",USA,Male,M45-49,90.65,325.43333333333334,283.45,721.05
"Saenz, Carlos",MEX,Male,M45-49,79.06666666666666,318.1666666666667,310.0833333333333,721.4833333333333
"White, Jesse",USA,Male,M25-29,70.91666666666667,327.46666666666664,304.65,721.5166666666667
"Tucker, Brian",USA,Male,M45-49,70.83333333333333,316.7,315.5,721.6333333333333
"Magill, Samantha",USA,Female,F40-44,74.21666666666667,380.2,254.23333333333332,722.5166666666667
"Clark, Aaron",USA,Male,M35-39,75.28333333333333,337.23333333333335,286.81666666666666,722.65
"Johnson, Craig",USA,Male,M30-34,61.4,353.48333333333335,289.0833333333333,722.6666666666666
"Bormann, John",USA,Male,M50-54,72.48333333333333,313.21666666666664,322.4166666666667,722.8833333333333
"Tully, Scott",USA,Male,M25-29,70.23333333333333,350.9,278.18333333333334,723.0333333333333
"Driver, Ian",CAN,Male,M55-59,69.5,312.2,328.6666666666667,723.3166666666667
"Hoyt, Andrew",USA,Male,M35-39,67.28333333333333,341.6166666666667,298.3333333333333,723.65
"Berchek, Jason",USA,Male,M45-49,73.85,335.1,300.15,724.45
"Baker, Bobby",USA,Male,M45-49,76.98333333333333,315.81666666666666,321.31666666666666,724.6666666666666
"Fernandez, Yineska",DOM,Female,F40-44,87.8,359.1333333333333,264.78333333333336,724.6833333333333
"Boudreaux, Thomas",USA,Male,M50-54,74.65,337.28333333333336,290.71666666666664,724.8166666666667
"Canales, Charles",USA,Male,M35-39,83.48333333333333,346.6333333333333,279.06666666666666,725.1333333333333
"Gomez, Veronica",ARG,Female,F35-39,76.48333333333333,343.26666666666665,292.81666666666666,725.2
"Quiroga, Diego",ARG,Male,M45-49,69.3,327.3,315.25,725.25
"Wright, Andy",GBR,Male,M50-54,61.93333333333333,347.1666666666667,304.71666666666664,725.2666666666667
"Dobrenz, Beverly",USA,Female,F18-24,61.516666666666666,381.48333333333335,271.6,725.4833333333333
"Clement, Fabrice",CHE,Male,M50-54,79.03333333333333,330.43333333333334,305.4166666666667,725.5166666666667
"Lahay, Raymond",CAN,Male,M35-39,81.18333333333334,315.6166666666667,311.35,725.5666666666667
"Finnerty, Martin",USA,Male,M25-29,79.11666666666666,331.78333333333336,295.8333333333333,725.95
"Patsavas, Dean",USA,Male,M55-59,69.7,326.0833333333333,313.46666666666664,726.3
"Piccinetti, Pier Paolo",VEN,Male,M35-39,68.6,321.05,321.06666666666666,726.4
"Henrikson, Scott",USA,Male,M50-54,91.68333333333334,344.9166666666667,275.96666666666664,726.6333333333333
"Goulard, Frank",USA,Male,M65-69,73.75,320.93333333333334,320.31666666666666,726.95
"Pike, Craig",CAN,Male,M45-49,77.93333333333334,317.6666666666667,311.2,727.2166666666667
"Laatsch, Jonathan",USA,Male,M40-44,83.93333333333334,324.25,290.78333333333336,727.4833333333333
"Carras, Alexis",USA,Male,M50-54,80.05,362.81666666666666,263.21666666666664,727.5
"McHugh, Craig",CAN,Male,M45-49,76.75,310.4166666666667,327.55,727.5666666666667
"Minster, Ian",USA,Male,M30-34,72.51666666666667,386.9,255.91666666666666,727.7333333333333
"Fletter, Bruce",USA,Male,M45-49,86.75,357.2,270.56666666666666,727.8833333333333
"Hattier, Daryl",USA,Male,M40-44,80.06666666666666,357.3333333333333,269.68333333333334,727.95
"Casas, Arnoldo",COL,Male,M35-39,86.31666666666666,356.35,267.3,728.1
"Filby, Adam",GBR,Male,M40-44,74.7,351.5833333333333,286.2,728.1166666666667
"Lund, Trace",USA,Male,M45-49,86.91666666666667,345.43333333333334,276.3833333333333,728.35
"Enis, Steven",USA,Male,M45-49,66,342.71666666666664,298.7,728.6333333333333
"Dykes, Harvey",CAN,Male,M45-49,71.56666666666666,341.68333333333334,298.43333333333334,728.7
"Lewis, Tim",USA,Male,M55-59,67.61666666666666,330.6166666666667,316.6333333333333,728.8
"Pantangco, Charles",USA,Male,M30-34,84.16666666666667,330.3333333333333,306.0833333333333,729.0666666666667
"Yamaji, Brenda",USA,Female,F40-44,91.28333333333333,386.9,233.85,729.1166666666667
"Dicerbo, Matthew",USA,Male,M30-34,84.55,347.7,278.6166666666667,729.3
"Poggie, Brian",USA,Male,M40-44,77.03333333333333,355.05,279.23333333333335,729.3333333333334
"McBride, Charles",USA,Male,M55-59,66.1,313.8333333333333,327.4,729.5
"Taylor, Candice",USA,Female,F35-39,70.86666666666666,359.0833333333333,281.3,729.6833333333333
"Havlin, Doug",USA,Male,M40-44,78.88333333333334,337.98333333333335,302.3,730.1666666666666
"Lyon, Stephen",USA,Male,M35-39,78.33333333333333,340.6,296.43333333333334,730.2333333333333
"Becker, Kurt",USA,Male,M50-54,62.05,337.8666666666667,316.85,730.55
"Barber, James",USA,Male,M45-49,80.6,320.76666666666665,313.0833333333333,730.5666666666667
"Lopez, Raquel",USA,Female,F25-29,83.16666666666667,354.98333333333335,279.05,730.6666666666666
"Gillette, Caleb",USA,Male,M40-44,89.81666666666666,357.5,263.71666666666664,730.8166666666667
"Savage, Robert",USA,Male,M45-49,68.63333333333334,335.35,311.48333333333335,730.9166666666666
"Priddis, Tom",USA,Male,M35-39,73.45,317.6666666666667,320.46666666666664,731.0333333333333
"Markiewicz, John",USA,Male,M35-39,84.98333333333333,359.18333333333334,272.55,731.0833333333334
"Demaret, Charles",USA,Male,M45-49,68.56666666666666,330.48333333333335,315.45,731.3666666666667
"Morefield, Kate",USA,Female,F45-49,94.63333333333334,351.93333333333334,274.6666666666667,731.4666666666667
"Moore, Michael",USA,Male,M55-59,87.18333333333334,351.75,271.3833333333333,731.6
"Santana Cedeno, Rene Alfredo",ECU,Male,M40-44,81.33333333333333,343.6166666666667,289.9,731.7
"Riel, Walter",USA,Male,M50-54,88.96666666666667,331.8333333333333,295.9,731.75
"Kralovanec, Jill",USA,Female,F50-54,71.66666666666667,344.48333333333335,304.98333333333335,731.8166666666667
"Cassidy, Monika",USA,Female,F45-49,94.66666666666667,345.9,275.03333333333336,731.85
"Garcia, Armando L",BRA,Male,M45-49,69.53333333333333,348.2,299.01666666666665,732.0833333333334
"Jensen, Keith",USA,Male,M30-34,85.75,339.78333333333336,289.8,732.45
"Urrutia, Jorge",GTM,Male,M40-44,63.7,337.6666666666667,316.0833333333333,732.45
"Wares, Michael",USA,Male,M60-64,66.63333333333334,328.01666666666665,327.81666666666666,732.45
"Umbetova, Madina",KAZ,Female,F35-39,76.05,357.45,286.0833333333333,732.6333333333333
"Chipman, Spencer",USA,Male,M18-24,62.71666666666667,365.9166666666667,284.48333333333335,732.9333333333333
"Boatright, Jason",USA,Male,M40-44,68.21666666666667,340.43333333333334,310.8,733.0333333333333
"Saturday, Lisa",USA,Female,F55-59,77.53333333333333,351.68333333333334,289,733.65
"Rodriguez, Juanfer",ECU,Male,M25-29,68.95,374,277.21666666666664,733.85
"Duran, Steve",USA,Male,M45-49,71.48333333333333,347.01666666666665,301.55,733.8833333333333
"Lee, Michael",USA,Male,M50-54,56.733333333333334,339.0833333333333,317.6666666666667,734.3
"Elliott, Ryan",USA,Male,M40-44,73.55,376.45,269.95,734.6
"Baraniak, Brian",USA,Male,M40-44,78.66666666666667,317.85,322.1666666666667,734.6833333333333
"Crider, Robert",USA,Male,M45-49,88.78333333333333,330.43333333333334,299.7,734.8333333333334
"Schott, Derek",USA,Male,M55-59,71.65,368.8833333333333,282.1,735.0166666666667
"Renda, Anthony",USA,Male,M45-49,72.73333333333333,329.3333333333333,319.35,735.05
"Romagnoli, Lorenzo",ITA,Male,M30-34,77.88333333333334,394.9166666666667,246.21666666666667,735.1666666666666
"Critchfield, Stephanie",USA,Female,F35-39,99.31666666666666,346.75,270.15,735.2333333333333
"Ramirez Garcia, Hugo Roberto",GTM,Male,M50-54,77.83333333333333,364.25,263.75,735.35
"Gallegos, Roberto",MEX,Male,M55-59,102.68333333333334,325.3666666666667,291.98333333333335,735.7666666666667
"Galard, Ron",USA,Male,M50-54,77.35,322.26666666666665,320.28333333333336,735.8
"Arnier, Jeffery",USA,Male,M60-64,91.73333333333333,337.25,290.4166666666667,736.0333333333333
"Morton, Chris",USA,Male,M55-59,82.15,357.56666666666666,275.1666666666667,736.05
"Guerrero, Jesus",COL,Male,M40-44,83.43333333333334,343.4,296.18333333333334,736.4
"Pimont, Loic",FRA,Male,M45-49,65.55,327.65,333.8666666666667,736.4666666666667
"Rodrigues, Nadia",BRA,Female,F30-34,74.06666666666666,364.46666666666664,281.18333333333334,736.5166666666667
"Slagle, Jason",USA,Male,M40-44,78.28333333333333,346.2,291.48333333333335,736.5333333333333
"Lubrano, Peter",USA,Male,M35-39,71.98333333333333,348.7,300.15,736.7333333333333
"Nininger, Mike",USA,Male,M50-54,71.58333333333333,359.51666666666665,287.4166666666667,736.75
"Olson, Sonja",USA,Female,F40-44,72.58333333333333,331.55,319.43333333333334,737.0833333333334
"Damveld, Mark",USA,Male,M40-44,79.83333333333333,354.48333333333335,292.8333333333333,737.1666666666666
"Owen, Chris",USA,Male,M35-39,79.51666666666667,328.93333333333334,311.18333333333334,737.1833333333333
"Sabbe, Nico",BEL,Male,M30-34,78.96666666666667,321.9166666666667,325.3666666666667,737.1833333333333
"Brown, Brad",USA,Male,M35-39,78.36666666666666,349.31666666666666,285.01666666666665,737.3333333333334
"Junkin, Zachary",USA,Male,M30-34,69.86666666666666,383.28333333333336,261.6333333333333,737.55
"Ong, Chloe Jane",PHL,Female,F30-34,76.16666666666667,365.4,283.01666666666665,737.6166666666667
"Wolitski, Sheldon",USA,Male,M45-49,81.93333333333334,386.21666666666664,255.4,737.6833333333333
"Cox, Megan",USA,Female,F25-29,61.13333333333333,356.68333333333334,305.05,737.9333333333333
"Suraev, Vadim",CAN,Male,M45-49,60.516666666666666,285.6166666666667,382.3333333333333,738.2666666666667
"Harwood, Jim",USA,Male,M40-44,84.9,364.8,269.56666666666666,738.2833333333333
"Pinzon, Mario",COL,Male,M35-39,90.88333333333334,359.73333333333335,263.68333333333334,738.45
"Vargas Giraldo, Jose",COL,Male,M50-54,87.98333333333333,356.4,282.46666666666664,738.5166666666667
"Nunn, Jack",USA,Male,M35-39,81.51666666666667,319.95,318.28333333333336,738.6166666666667
"Trpik, Joseph",USA,Male,M45-49,86.76666666666667,334.96666666666664,300.2,738.6833333333333
"Borne, Christian",USA,Male,M40-44,67.43333333333334,358.43333333333334,289.3666666666667,738.8666666666667
"Hoffman, Gregory",USA,Male,M50-54,86.73333333333333,368.1,258.5,739.3
"Oldacre, Simon",GBR,Male,M45-49,68.61666666666666,342.48333333333335,316.3333333333333,739.5833333333334
"Silvagnoli, Felix",PRI,Male,M45-49,65.96666666666667,346.55,312.51666666666665,739.65
"Lonergan, Jeffrey",USA,Male,M50-54,88.41666666666667,340.76666666666665,285.76666666666665,739.6833333333333
"Magaro, Colin",USA,Male,M18-24,61.65,363.06666666666666,302.6333333333333,739.8
"Sandoval Bautista, Carlos Alberto",COL,Male,M45-49,85.21666666666667,344.51666666666665,286.6666666666667,739.8833333333333
"Godsey, Timothy",USA,Male,M55-59,82.65,335.0833333333333,307.8833333333333,740.0166666666667
"Grove, Jordan",USA,Male,M30-34,71.7,363.0833333333333,284.9166666666667,740.0833333333334
"Biehl, Chad",USA,Male,M40-44,74.91666666666667,337.98333333333335,314.73333333333335,740.3333333333334
"Humsi, William",USA,Male,M30-34,72.61666666666666,322.95,332.51666666666665,740.4333333333333
"Ladewig, David",USA,Male,M25-29,68.48333333333333,349.51666666666665,307.4166666666667,740.5166666666667
"Schmitz, Matthew",USA,Male,M40-44,74.78333333333333,323.21666666666664,322.78333333333336,740.6
"Gorman, Julie",USA,Female,F45-49,86.71666666666667,338.7,298.65,740.6166666666667
"Behr, Mike",USA,Male,M30-34,74.75,344.2,305.43333333333334,740.7166666666667
"Rosenman, Andrew",USA,Male,M45-49,83.55,350,290.6,741.0666666666667
"Louchouarn, Patrick",USA,Male,M50-54,69.95,330.8333333333333,317.0833333333333,741.0833333333334
"Gill, Kendall",USA,Female,F35-39,71.86666666666666,348.28333333333336,307.6,741.1666666666666
"Trujillo, Joel",USA,Male,M30-34,71.78333333333333,348.21666666666664,308.0833333333333,741.4
"Chin, Shi-Hua",SGP,Female,F25-29,96.71666666666667,377.1166666666667,250.96666666666667,741.6666666666666
"Salyers, Daniel",USA,Male,M35-39,86.3,348.78333333333336,285.3833333333333,741.75
"Danh, Manly",USA,Male,M30-34,81.81666666666666,339.76666666666665,300.35,741.9166666666666
"Dujon, Cedrick",LCA,Male,M40-44,71.73333333333333,357.9166666666667,298.6333333333333,742.1833333333333
"Spiers, Kelly",USA,Female,F45-49,80.08333333333333,343.1,303.65,742.5333333333333
"Farmer, Neil",USA,Male,M55-59,86.21666666666667,333.93333333333334,308.4,742.6333333333333
"Vilhena Jr., Ary",BRA,Male,M45-49,82.65,321.51666666666665,320.55,742.7666666666667
"Cantu, Rogelio",USA,Male,M40-44,82.4,326.4166666666667,319.6,743.2
"Payne, Roy",USA,Male,M50-54,71.7,362.1,296.2,743.2166666666667
"Lim, Chao Kuei",SGP,Male,M45-49,76.88333333333334,349.65,297.53333333333336,743.3166666666667
"Bays, Ben",USA,Male,M30-34,78.71666666666667,359.6333333333333,286.03333333333336,743.4
"Fontenot, Ian",USA,Male,M30-34,81.35,349.6166666666667,290.23333333333335,743.5
"Koski, Gary",USA,Male,M45-49,70.76666666666667,371.5833333333333,282.45,743.65
"McNally, Brian",IRL,Male,M45-49,70.25,349.01666666666665,299.8,743.65
"Gleason, Bob",USA,Male,M55-59,84,313.5,334.01666666666665,743.8833333333333
"Lopez Villarroel, Oliver",CHL,Male,M35-39,57.333333333333336,339.23333333333335,328,744.2
"Sedlacek, Monten",DEU,Male,M40-44,56,382.53333333333336,295.1166666666667,744.3833333333333
"Cascio, Jocelyn",USA,Female,F40-44,84.66666666666667,376.3833333333333,263.35,744.55
"Hill, Jonathan",USA,Male,M30-34,77.13333333333334,365.28333333333336,276.7,744.5666666666667
"Surprise, Steve",USA,Male,M60-64,70.4,359.65,302.81666666666666,744.6333333333333
"Lloyd, Margaret",USA,Female,F18-24,61.56666666666667,381.8333333333333,288.25,744.7333333333333
"Illston, Blake",USA,Male,M35-39,65.55,340.73333333333335,322.15,744.85
"Bates, Kevin",USA,Male,M50-54,75.2,362.9166666666667,282.3833333333333,745.0666666666667
"Vanderpost, Rob",CAN,Male,M40-44,80.4,351.3833333333333,289.4166666666667,745.55
"Gaska, Alan",USA,Male,M30-34,66.93333333333334,385.53333333333336,282.46666666666664,746.2833333333333
"Sorensen, Rie W.",DNK,Female,F30-34,94.53333333333333,333.43333333333334,306.45,746.4333333333333
"Holland Jr, Russell",USA,Male,M45-49,71.2,346.6,314.9,746.7166666666667
"Terrazas, Ismael",USA,Male,M45-49,79.81666666666666,349.78333333333336,304.56666666666666,746.8166666666667
"Kefer, Richard",USA,Male,M50-54,82.1,334.8,313.4,746.8666666666667
"Casone, John",USA,Male,M35-39,71.98333333333333,372.3333333333333,283.98333333333335,746.9166666666666
"Dunsford, Faith",USA,Female,F35-39,79.61666666666666,373.93333333333334,270.81666666666666,747.25
"Alatorre, Gerardo",MEX,Male,M45-49,91.08333333333333,350.96666666666664,276.55,747.4
"Johnson, Ryan",USA,Male,M35-39,79.23333333333333,358.21666666666664,298.1333333333333,747.7
"Balzer, Marcelo",BRA,Male,M50-54,72.83333333333333,333.3833333333333,326.1666666666667,747.7666666666667
"Smith, Gregory",USA,Male,M45-49,76.08333333333333,332.31666666666666,321.1333333333333,747.9833333333333
"Amery, Thomas",GBR,Male,M25-29,77.35,344.85,313.06666666666666,748.05
"Castaneda, Alex",USA,Male,M40-44,86.63333333333334,313.35,328.5833333333333,748.0666666666667
"Gil, Juan",ESP,Male,M50-54,78.7,361.43333333333334,287.6666666666667,748.4
"Howitt, Rob",AUS,Male,M65-69,67.4,359.46666666666664,309.5833333333333,748.4333333333333
"Wilson Fisher, Kristen",USA,Female,F40-44,83.55,348.15,291.3333333333333,748.4833333333333
"Frey, Leo",USA,Male,M50-54,79.83333333333333,351.68333333333334,303.53333333333336,748.4833333333333
"Weston, Rob",GBR,Male,M40-44,72.78333333333333,309.01666666666665,353.35,748.5833333333334
"Orrico, Tracy",USA,Female,F45-49,63.96666666666667,372.2,295.1666666666667,748.85
"Horn, Jeff",USA,Male,M40-44,68.61666666666666,345.05,313.9166666666667,749.2333333333333
"Liburd, Dan",USA,Male,M30-34,123.2,390.51666666666665,223.86666666666667,749.3833333333333
"McMahon, Jon",USA,Male,M45-49,81.53333333333333,381.01666666666665,264.9166666666667,749.4
"Radisch, Jindrich",CZE,Male,M45-49,80.31666666666666,338.6333333333333,314.01666666666665,749.4333333333333
"Casey, Sean",USA,Male,M50-54,74.01666666666667,318.3,339.4,749.4833333333333
"Cunningham, Josh",USA,Male,M25-29,82.51666666666667,369.1166666666667,283.6666666666667,749.5166666666667
"Cadriel, Amy",USA,Female,F35-39,85.4,361.8666666666667,284.0833333333333,749.7333333333333
"Longin, Mike",USA,Male,M35-39,77.51666666666667,337.81666666666666,304.96666666666664,749.75
"Latimore, Morgon",USA,Male,M35-39,82,386,265.6166666666667,749.7833333333333
"Merchant, Chris",USA,Male,M35-39,75.03333333333333,359.35,299.8,749.8
"Velo Rodriguez, Alejandro",MEX,Male,M45-49,82.9,371.25,280.6166666666667,749.9166666666666
"Suarez Castillo, Luis Eduardo",COL,Male,M35-39,84.33333333333333,341.45,306.4,750.1833333333333
"Falkenrath, Ryan",USA,Male,M40-44,70.4,351.1333333333333,312.1333333333333,750.2166666666667
"Scheuren, Paul",USA,Male,M35-39,66.81666666666666,356.65,307.98333333333335,750.25
"Godoy, Camilo",CHL,Male,M40-44,86.45,349.8,296.3333333333333,750.2833333333333
"King, Keith",USA,Male,M35-39,69.05,343.26666666666665,324.81666666666666,750.3166666666667
"Harris, Eric",USA,Male,M35-39,69.83333333333333,373.75,292.7,750.6666666666666
"Carpio, Jose",USA,Male,M50-54,69.43333333333334,370.3,289.95,750.7
"Wessung, Ole",DNK,Male,M55-59,85.9,341.51666666666665,302.1166666666667,750.75
"Ferguson, Angie",USA,Female,F45-49,68.45,354.25,311.05,750.95
"McManus, John",CAN,Male,M60-64,61.65,356.1333333333333,317.51666666666665,750.95
"Loeffler, Mark",CAN,Male,M35-39,73.75,360.15,303.28333333333336,750.9833333333333
"Gaona Vinueza, Luis Santiago",ECU,Male,M30-34,87.43333333333334,367.1333333333333,279.8,751.1166666666667
"Bills, Brent",USA,Male,M50-54,81.81666666666666,358.5833333333333,298.73333333333335,751.1833333333333
"Kuenker, Virginia",USA,Female,F55-59,79.7,368.98333333333335,287.93333333333334,751.2833333333333
"Tardif, Frederic",CAN,Male,M45-49,80.56666666666666,352.1,290.6666666666667,751.3666666666667
"Tsai, Chadwick Jerald",PHL,Male,M25-29,79.03333333333333,363.9,295.01666666666665,751.4166666666666
"Beavers, Brady",USA,Male,M35-39,71.73333333333333,331.6,332.6166666666667,751.4666666666667
"Bermudo, Cyril",PHL,Male,M40-44,85.6,349.8833333333333,297.1666666666667,751.5166666666667
"Gunn, Sayer",USA,Female,F40-44,85.35,371.55,282.2,751.7166666666667
"Hudson, Erin",USA,Female,F35-39,82.1,365.68333333333334,289.31666666666666,751.8166666666667
"Anderson, Gwin",USA,Male,M60-64,76.63333333333334,345.76666666666665,315.6166666666667,752.1333333333333
"Moore, Kristin",USA,Female,F30-34,72.73333333333333,337.98333333333335,331.98333333333335,752.15
"Winston, Tami",USA,Female,F35-39,81.71666666666667,354.81666666666666,303.3333333333333,752.1833333333333
"McCalla, John",USA,Male,M35-39,81.91666666666667,365.6666666666667,287,752.25
"Steiner, Mitchell",USA,Male,M25-29,76.83333333333333,372.46666666666664,287.31666666666666,752.6833333333333
"Richarz, Darrell",USA,Male,M55-59,72.31666666666666,349.4,313.8833333333333,753.1666666666666
"Rinderer, Rudy",USA,Male,M35-39,76.71666666666667,349.81666666666666,312.1,753.3
"Holt, Michael",USA,Male,M40-44,87.28333333333333,358.46666666666664,284.3333333333333,753.3166666666667
"Holt, Sandy",USA,Female,F30-34,63.166666666666664,358.5,284.3333333333333,753.3666666666667
"Haggerty, Jonathan",USA,Male,M40-44,57.8,325.3,356.43333333333334,753.4
"Suurmeyer, Scott",USA,Male,M35-39,60.45,363.5833333333333,309.76666666666665,753.4333333333333
"Caruncho, Carlos",USA,Male,M40-44,74.45,357.03333333333336,306.73333333333335,753.9166666666666
"Shanahan, Tim",USA,Male,M45-49,73.8,351.73333333333335,299.15,754.0833333333334
"Hynan, David",USA,Male,M45-49,68.13333333333334,327.55,345.95,754.3333333333334
"Coltman, Rob",USA,Male,M45-49,63,363.01666666666665,315.8666666666667,754.4
"Rea, Blake",USA,Male,M30-34,78.63333333333334,346.3666666666667,306.9,754.4166666666666
"Sloan, Nick",USA,Male,M25-29,78.56666666666666,343.28333333333336,310.95,754.6333333333333
"Sivirine, Vincent",FRA,Male,M50-54,72.61666666666666,346,316.93333333333334,754.6333333333333
"Carr, Evan",USA,Male,M25-29,70.66666666666667,376.31666666666666,286.28333333333336,754.8
"McGray, Craig",USA,Male,M45-49,71.8,342.8666666666667,319.6333333333333,754.9666666666667
"Pinto, German",COL,Male,M45-49,73.78333333333333,375.8,284.6333333333333,755.0333333333333
"Palaski, Joelyn",USA,Female,F45-49,77.38333333333334,334.26666666666665,323.1666666666667,755.0333333333333
"Knott, Matthew",USA,Male,M35-39,69.95,328.6,335.6333333333333,755.05
"Turner, Bruce",USA,Male,M50-54,69.81666666666666,338.3333333333333,325.81666666666666,755.6333333333333
"Shaffer, Patricia",USA,Female,F40-44,84.48333333333333,407.3666666666667,250.91666666666666,756.2333333333333
"Slade, Lance",USA,Male,M40-44,81.15,370.1333333333333,289.31666666666666,756.2333333333333
"Farrugia, Nicky",MLT,Male,M55-59,68.23333333333333,331.25,335.2,756.3
"Brucato, Michael",USA,Male,M25-29,72.38333333333334,363.3333333333333,307.5,756.3333333333334
"Stotter, Brigitte",ZAF,Female,F40-44,71.4,373.03333333333336,297.85,756.3666666666667
"Yoho, Krista",USA,Female,F30-34,66.18333333333334,395.31666666666666,278.51666666666665,756.4333333333333
"Patten, Scott",USA,Male,M40-44,97.16666666666667,358.6333333333333,286.05,756.9333333333333
"Christiansen, Reid",CAN,Male,M40-44,85.71666666666667,372.55,287.93333333333334,756.9666666666667
"Jagel, Mark",USA,Male,M55-59,85.26666666666667,339.01666666666665,303.76666666666665,757.0333333333333
"Cabrera, Claudio",CHL,Male,M50-54,72.28333333333333,362.35,306.65,757.2666666666667
"Halliday, Theresa",CAN,Female,F40-44,67.11666666666666,360.05,318.18333333333334,757.7666666666667
"Rubalcava, Jose Alberto",MEX,Male,M55-59,73.41666666666667,335,335.25,757.7666666666667
"Kovac, Predrag",CAN,Male,M45-49,72.28333333333333,395.01666666666665,266.15,757.8166666666667
"Ahern, Dennis",USA,Male,M50-54,74.91666666666667,352.1666666666667,308.8,758.0333333333333
"Kleinhenz, Nick",USA,Male,M30-34,72.5,374.68333333333334,291.6333333333333,758.2333333333333
"McLallen, Scott",USA,Male,M45-49,58.36666666666667,353.4,332.6333333333333,758.2333333333333
"Everill, Brett",USA,Male,M25-29,80.43333333333334,377.03333333333336,273.73333333333335,758.2833333333333
"Welch, Sam",USA,Male,M25-29,75.51666666666667,381.85,285.68333333333334,758.35
"Hill, Destry",USA,Male,M45-49,89.78333333333333,355.56666666666666,293.05,758.3666666666667
"Paz, Eduardo",ARG,Male,M45-49,80.51666666666667,356.6666666666667,302.81666666666666,758.4
"Wolfe, Trevor",USA,Male,M25-29,77.55,377.8,278.95,758.95
"Vorce, Christina",USA,Female,F45-49,108.56666666666666,360.9166666666667,272.23333333333335,759.2833333333333
"Nelson, Douglas",USA,Male,M50-54,78.16666666666667,352.1666666666667,306,759.3833333333333
"Duffy, Kyle",USA,Male,M30-34,80.4,350.95,303.4166666666667,759.4666666666667
"Dumford, Katie",USA,Female,F45-49,64.38333333333334,347.8,335.51666666666665,759.6166666666667
"Carvalho, Sergio",BRA,Male,M40-44,79.98333333333333,384.51666666666665,276.81666666666666,759.7
"Crews, Kevin",USA,Male,M40-44,79.76666666666667,326.6166666666667,340.65,759.9333333333333
"Stone, Terri",USA,Female,F45-49,82.76666666666667,379.3833333333333,275.1666666666667,759.9833333333333
