Player,Season,TPM,TPA,TPP
Mark Bryant,2002,0,0,NA
Mark Jackson,2002,79,195,0.40512820512820513
Mark Madsen,2002,0,2,0
Mark Pope,2002,4,25,0.16
Mark Strickland,2002,1,4,0.25
Mateen Cleaves,2002,2,8,0.25
Matt Bullard,2002,16,57,0.2807017543859649
Matt Geiger,2002,0,0,NA
Matt Harpring,2002,21,69,0.30434782608695654
Maurice Evans,2002,0,3,0
Mengke Bateer,2002,4,12,0.3333333333333333
Metta World Peace,2002,53,170,0.31176470588235294
Michael Bradley,2002,0,2,0
Michael Curry,2002,7,26,0.2692307692307692
Michael Dickerson,2002,8,21,0.38095238095238093
Michael Doleac,2002,0,0,NA
Michael Finley,2002,76,224,0.3392857142857143
Michael Jordan*,2002,10,53,0.18867924528301888
Michael Olowokandi,2002,0,0,NA
Michael Redd,2002,88,198,0.4444444444444444
Michael Ruffin,2002,0,0,NA
Michael Stewart,2002,0,0,NA
Mike Bibby,2002,51,138,0.3695652173913043
Mike James,2002,8,21,0.38095238095238093
Mike Miller,2002,116,303,0.38283828382838286
Mike Penberthy,2002,0,0,NA
Mikki Moore,2002,1,2,0.5
Milt Palacio,2002,13,41,0.3170731707317073
Mitch Richmond*,2002,18,62,0.2903225806451613
Mitchell Butler,2002,1,3,0.3333333333333333
Monty Williams,2002,0,4,0
Moochie Norris,2002,36,134,0.26865671641791045
Mookie Blaylock,2002,15,42,0.35714285714285715
Morris Peterson,2002,84,231,0.36363636363636365
Nazr Mohammed,2002,0,1,0
Nick Anderson,2002,13,48,0.2708333333333333
Nick Van Exel,2002,119,350,0.34
Norm Richardson,2002,4,8,0.5
Obinna Ekezie,2002,0,0,NA
Olumide Oyedeji,2002,0,0,NA
Oscar Torres,2002,37,126,0.29365079365079366
Othella Harrington,2002,0,2,0
P.J. Brown,2002,0,0,NA
Pat Garrity,2002,169,396,0.42676767676767674
Patrick Ewing*,2002,0,1,0
Pau Gasol,2002,1,5,0.2
Paul Pierce,2002,210,520,0.40384615384615385
Peja Stojakovic,2002,129,310,0.4161290322580645
Popeye Jones,2002,4,11,0.36363636363636365
Predrag Drobnjak,2002,0,2,0
Primoz Brezec,2002,0,0,NA
Quentin Richardson,2002,133,349,0.38108882521489973
Quincy Lewis,2002,3,18,0.16666666666666666
Raef LaFrentz,2002,104,268,0.3880597014925373
Rafer Alston,2002,27,71,0.38028169014084506
Raja Bell,2002,12,44,0.2727272727272727
Randy Brown,2002,0,0,NA
Randy Livingston,2002,1,8,0.125
Rashard Lewis,2002,123,316,0.38924050632911394
Rasheed Wallace,2002,114,317,0.35962145110410093
Rasho Nesterovic,2002,0,1,0
Ratko Varda,2002,0,0,NA
Ray Allen,2002,229,528,0.4337121212121212
Reggie Miller*,2002,180,443,0.40632054176072235
Reggie Slater,2002,0,0,NA
Richard Hamilton,2002,16,42,0.38095238095238093
Richard Jefferson,2002,13,56,0.23214285714285715
Rick Brunson,2002,6,11,0.5454545454545454
Rick Fox,2002,65,208,0.3125
Ricky Davis,2002,11,35,0.3142857142857143
Robert Horry,2002,76,203,0.37438423645320196
Robert Pack,2002,1,4,0.25
Robert Traylor,2002,1,1,1
Rod Strickland,2002,8,26,0.3076923076923077
Rodney Buford,2002,17,70,0.24285714285714285
Rodney Rogers,2002,88,235,0.37446808510638296
Rodney White,2002,2,9,0.2222222222222222
Ron Mercer,2002,18,62,0.2903225806451613
Ruben Boumtje-Boumtje,2002,0,0,NA
Ruben Patterson,2002,9,36,0.25
Rusty LaRue,2002,17,50,0.34
Ryan Bowen,2002,1,12,0.08333333333333333
Sam Cassell,2002,71,204,0.3480392156862745
Sam Mack,2002,7,28,0.25
Sam Mitchell,2002,10,35,0.2857142857142857
Samaki Walker,2002,0,0,NA
Samuel Dalembert,2002,0,0,NA
Scot Pollard,2002,0,0,NA
Scott Padgett,2002,49,113,0.4336283185840708
Scott Williams,2002,0,2,0
Scottie Pippen*,2002,54,177,0.3050847457627119
Sean Marks,2002,0,0,NA
Sean Rooks,2002,0,0,NA
Shammond Williams,2002,28,75,0.37333333333333335
Shandon Anderson,2002,39,141,0.2765957446808511
Shane Battier,2002,103,276,0.37318840579710144
Shaquille O'Neal*,2002,0,1,0
Shareef Abdur-Rahim,2002,21,70,0.3
Shawn Bradley,2002,0,1,0
Shawn Kemp,2002,0,4,0
Shawn Marion,2002,48,122,0.39344262295081966
Shawnelle Scott,2002,0,0,NA
Speedy Claxton,2002,4,33,0.12121212121212122
Stacey Augmon,2002,0,3,0
Stanislav Medvedenko,2002,0,4,0
Stephen Jackson,2002,9,36,0.25
Stephon Marbury,2002,71,248,0.2862903225806452
Steve Francis,2002,68,210,0.3238095238095238
Steve Goodrich,2002,0,0,NA
Steve Kerr,2002,26,66,0.3939393939393939
Steve Nash,2002,156,343,0.45481049562682213
Steve Smith,2002,116,246,0.4715447154471545
Steven Hunter,2002,0,0,NA
Stromile Swift,2002,0,3,0
Tang Hamilton,2002,0,1,0
Tariq Abdul-Wahad,2002,1,2,0.5
Terence Morris,2002,15,78,0.19230769230769232
Terrell Brandon,2002,4,23,0.17391304347826086
Terry Porter,2002,59,142,0.4154929577464789
Theo Ratliff,2002,0,0,NA
Tierre Brown,2002,4,12,0.3333333333333333
Tim Duncan,2002,1,10,0.1
Tim Hardaway,2002,123,354,0.3474576271186441
Tim James,2002,0,0,NA
Tim Thomas,2002,95,291,0.32646048109965636
Todd MacCulloch,2002,0,0,NA
Tom Gugliotta,2002,3,9,0.3333333333333333
Toni Kukoc,2002,53,171,0.30994152046783624
Tony Battie,2002,0,2,0
Tony Delk,2002,67,214,0.3130841121495327
Tony Massenburg,2002,1,1,1
Tony Parker,2002,61,189,0.32275132275132273
Tracy McGrady,2002,103,283,0.36395759717314485
Tracy Murray,2002,40,104,0.38461538461538464
Trajan Langdon,2002,27,74,0.36486486486486486
Travis Best,2002,21,59,0.3559322033898305
Travis Knight,2002,0,0,NA
Tremaine Fowlkes,2002,0,0,NA
Trenton Hassell,2002,60,165,0.36363636363636365
Troy Hudson,2002,66,187,0.35294117647058826
Troy Murphy,2002,3,9,0.3333333333333333
Tyrone Hill,2002,0,1,0
Tyrone Nesby,2002,13,47,0.2765957446808511
Tyronn Lue,2002,63,141,0.44680851063829785
Tyson Chandler,2002,0,0,NA
Victor Alexander,2002,0,2,0
Vin Baker,2002,1,8,0.125
Vince Carter,2002,121,313,0.3865814696485623
Vinny Del Negro,2002,0,0,NA
Vitaly Potapenko,2002,0,0,NA
Vlade Divac,2002,3,13,0.23076923076923078
Vladimir Radmanovic,2002,66,157,0.42038216560509556
Vladimir Stepania,2002,1,2,0.5
Vonteego Cummings,2002,12,46,0.2608695652173913
Voshon Lenard,2002,89,240,0.37083333333333335
Wally Szczerbiak,2002,87,191,0.45549738219895286
Walt Williams,2002,78,183,0.4262295081967213
Walter McCarty,2002,39,99,0.3939393939393939
Wang Zhizhi,2002,48,116,0.41379310344827586
Wesley Person,2002,143,322,0.4440993788819876
Will Solomon,2002,46,162,0.2839506172839506
William Avery,2002,6,35,0.17142857142857143
Zach Randolph,2002,0,0,NA
Zeljko Rebraca,2002,0,0,NA
Zendon Hamilton,2002,0,0,NA
Zydrunas Ilgauskas,2002,0,5,0
A.J. Guyton,2003,0,1,0
Aaron McKie,2003,37,112,0.33035714285714285
Aaron Williams,2003,0,1,0
Adam Harrington,2003,5,14,0.35714285714285715
Adonal Foyle,2003,0,1,0
Adrian Griffin,2003,6,24,0.25
Al Harrington,2003,13,46,0.2826086956521739
Alan Henderson,2003,0,2,0
Allan Houston,2003,178,450,0.39555555555555555
Allen Iverson*,2003,84,303,0.27722772277227725
Alton Ford,2003,0,0,NA
Alvin Williams,2003,48,146,0.3287671232876712
Amal McCaskill,2003,0,0,NA
Amar'e Stoudemire,2003,2,10,0.2
Andre Miller,2003,23,108,0.21296296296296297
Andrei Kirilenko,2003,37,114,0.32456140350877194
Andrew DeClercq,2003,0,0,NA
Anfernee Hardaway,2003,26,73,0.3561643835616438
Ansu Sesay,2003,0,0,NA
Antawn Jamison,2003,65,209,0.31100478468899523
Anthony Carter,2003,0,8,0
Anthony Goldwire,2003,3,9,0.3333333333333333
Anthony Johnson,2003,13,35,0.37142857142857144
Anthony Mason,2003,0,1,0
Anthony Peeler,2003,87,212,0.41037735849056606
Antoine Rigaudeau,2003,1,5,0.2
Antoine Walker,2003,188,582,0.3230240549828179
Antonio Daniels,2003,18,59,0.3050847457627119
Antonio Davis,2003,0,0,NA
Antonio Harvey,2003,0,0,NA
Art Long,2003,2,3,0.6666666666666666
Arvydas Sabonis*,2003,3,6,0.5
Austin Croshere,2003,27,69,0.391304347826087
Avery Johnson,2003,0,2,0
Baron Davis,2003,99,283,0.3498233215547703
Ben Wallace,2003,1,6,0.16666666666666666
Bimbo Coles,2003,7,32,0.21875
Bo Outlaw,2003,0,2,0
Bob Sura,2003,28,85,0.32941176470588235
Bobby Jackson,2003,89,235,0.37872340425531914
Bobby Simmons,2003,0,5,0
Bonzi Wells,2003,38,130,0.2923076923076923
Bostjan Nachbar,2003,2,10,0.2
Brad Miller,2003,5,16,0.3125
Brandon Armstrong,2003,1,6,0.16666666666666666
Brandon Williams,2003,0,1,0
Brendan Haywood,2003,0,0,NA
Brent Barry,2003,118,293,0.40273037542662116
Brevin Knight,2003,2,8,0.25
Brian Cardinal,2003,0,1,0
Brian Grant,2003,0,0,NA
Brian Scalabrine,2003,14,39,0.358974358974359
Brian Shaw,2003,38,109,0.3486238532110092
Brian Skinner,2003,0,0,NA
Bruce Bowen,2003,101,229,0.4410480349344978
Bruno Sundov,2003,4,16,0.25
Bryce Drew,2003,3,7,0.42857142857142855
Bryon Russell,2003,46,140,0.32857142857142857
Calbert Cheaney,2003,10,25,0.4
Calvin Booth,2003,0,2,0
Carlos Arroyo,2003,3,7,0.42857142857142855
Carlos Boozer,2003,0,1,0
Caron Butler,2003,34,107,0.3177570093457944
Casey Jacobsen,2003,52,165,0.3151515151515151
Cezary Trybanski,2003,0,0,NA
Charles Oakley,2003,0,0,NA
Charles Smith,2003,0,1,0
Charlie Ward,2003,101,267,0.3782771535580524
Chauncey Billups,2003,149,380,0.39210526315789473
Cherokee Parks,2003,1,2,0.5
Chris Andersen,2003,0,1,0
Chris Childs,2003,1,6,0.16666666666666666
Chris Crawford,2003,1,3,0.3333333333333333
Chris Dudley,2003,0,0,NA
Chris Jefferies,2003,18,54,0.3333333333333333
Chris Mihm,2003,0,3,0
Chris Mills,2003,7,25,0.28
Chris Owens,2003,0,0,NA
Chris Webber,2003,5,21,0.23809523809523808
Chris Whitney,2003,50,164,0.3048780487804878
Chris Wilcox,2003,0,0,NA
Christian Laettner,2003,2,16,0.125
Chucky Atkins,2003,86,242,0.35537190082644626
Clarence Weatherspoon,2003,0,0,NA
Clifford Robinson,2003,87,259,0.3359073359073359
Corey Benjamin,2003,2,13,0.15384615384615385
Corey Maggette,2003,62,177,0.3502824858757062
Corie Blount,2003,0,0,NA
Corliss Williamson,2003,2,11,0.18181818181818182
Courtney Alexander,2003,19,57,0.3333333333333333
Cuttino Mobley,2003,112,318,0.3522012578616352
Dajuan Wagner,2003,55,174,0.3160919540229885
Dale Davis,2003,0,0,NA
Dalibor Bagaric,2003,0,0,NA
Damon Jones,2003,44,121,0.36363636363636365
Damon Stoudamire,2003,44,114,0.38596491228070173
Damone Brown,2003,0,2,0
Dan Dickau,2003,22,61,0.36065573770491804
Dan Gadzuric,2003,0,1,0
Dan Langhi,2003,9,31,0.2903225806451613
Danny Ferry,2003,21,60,0.35
Danny Fortson,2003,0,1,0
Danny Manning,2003,3,8,0.375
Darius Miles,2003,0,14,0
Darrell Armstrong,2003,78,232,0.33620689655172414
Darvin Ham,2003,0,3,0
David Robinson*,2003,0,0,NA
David Wesley,2003,134,316,0.4240506329113924
DeSagana Diop,2003,0,0,NA
DeShawn Stevenson,2003,4,12,0.3333333333333333
Dean Oliver,2003,1,6,0.16666666666666666
Derek Anderson,2003,116,331,0.3504531722054381
Derek Fisher,2003,85,212,0.4009433962264151
Derrick Coleman,2003,22,67,0.3283582089552239
Desmond Mason,2003,21,72,0.2916666666666667
Devean George,2003,49,132,0.3712121212121212
Devin Brown,2003,0,1,0
Dikembe Mutombo*,2003,0,0,NA
Dion Glover,2003,56,158,0.35443037974683544
Dirk Nowitzki,2003,148,390,0.37948717948717947
Don Reid,2003,0,0,NA
Donnell Harvey,2003,1,7,0.14285714285714285
Donny Marshall,2003,0,1,0
Donyell Marshall,2003,33,87,0.3793103448275862
Doug Christie,2003,73,185,0.3945945945945946
Drew Gooden,2003,14,48,0.2916666666666667
Earl Boykins,2003,29,77,0.37662337662337664
Earl Watson,2003,31,91,0.34065934065934067
Eddie Griffin,2003,64,192,0.3333333333333333
Eddie House,2003,36,120,0.3
Eddie Jones,2003,98,241,0.4066390041493776
Eddie Robinson,2003,3,14,0.21428571428571427
Eddy Curry,2003,0,0,NA
Eduardo Najera,2003,0,1,0
Efthimi Rentzias,2003,4,8,0.5
Elden Campbell,2003,0,1,0
Elton Brand,2003,0,1,0
Emanual Davis,2003,7,29,0.2413793103448276
Eric Piatkowski,2003,80,201,0.39800995024875624
Eric Snow,2003,7,32,0.21875
Eric Williams,2003,37,110,0.33636363636363636
Erick Dampier,2003,0,2,0
Erick Strickland,2003,62,160,0.3875
Ervin Johnson,2003,0,0,NA
Etan Thomas,2003,0,0,NA
Evan Eschmeyer,2003,0,0,NA
Frank Williams,2003,6,16,0.375
Fred Hoiberg,2003,5,21,0.23809523809523808
Fred Jones,2003,2,7,0.2857142857142857
Gary Payton*,2003,54,182,0.2967032967032967
Gary Trent,2003,0,2,0
George Lynch,2003,28,79,0.35443037974683544
Gerald Wallace,2003,1,4,0.25
Gilbert Arenas,2003,109,313,0.34824281150159747
Glen Rice,2003,101,254,0.39763779527559057
Glenn Robinson,2003,90,263,0.34220532319391633
Gordan Giricek,2003,85,249,0.3413654618473896
Grant Hill,2003,1,4,0.25
Grant Long,2003,0,3,0
Greg Buckner,2003,15,55,0.2727272727272727
Greg Foster,2003,1,4,0.25
Greg Ostertag,2003,0,0,NA
Guy Rucker,2003,0,0,NA
Hedo Turkoglu,2003,29,78,0.3717948717948718
Horace Grant,2003,0,0,NA
Howard Eisley,2003,131,337,0.3887240356083086
Hubert Davis,2003,12,36,0.3333333333333333
Igor Rakocevic,2003,5,12,0.4166666666666667
Ira Newble,2003,32,84,0.38095238095238093
J.R. Bremer,2003,101,286,0.3531468531468531
Jacque Vaughn,2003,8,34,0.23529411764705882
Jahidi White,2003,0,0,NA
Jake Tsakalidis,2003,0,0,NA
Jake Voskuhl,2003,0,0,NA
Jalen Rose,2003,133,359,0.37047353760445684
Jamaal Magloire,2003,0,3,0
Jamaal Tinsley,2003,46,166,0.27710843373493976
Jamal Crawford,2003,86,242,0.35537190082644626
Jamal Mashburn,2003,119,306,0.3888888888888889
Jamal Sampson,2003,0,0,NA
James Posey,2003,70,229,0.3056768558951965
Jamison Brewer,2003,0,2,0
Jannero Pargo,2003,7,24,0.2916666666666667
Jared Jeffries,2003,3,6,0.5
Jarron Collins,2003,0,1,0
Jason Caffey,2003,0,0,NA
Jason Collier,2003,0,0,NA
Jason Collins,2003,0,4,0
Jason Kidd,2003,126,370,0.34054054054054056
Jason Richardson,2003,123,334,0.36826347305389223
Jason Terry,2003,160,431,0.37122969837587005
Jason Williams,2003,143,404,0.35396039603960394
Jay Williams,2003,65,202,0.3217821782178218
Jeff Foster,2003,0,2,0
Jeff McInnis,2003,6,35,0.17142857142857143
Jeff Trepagnier,2003,4,8,0.5
Jelani McCoy,2003,0,0,NA
Jermaine Jackson,2003,1,10,0.1
Jermaine O'Neal,2003,7,21,0.3333333333333333
Jerome James,2003,0,0,NA
Jerome Moiso,2003,0,0,NA
Jerome Williams,2003,1,6,0.16666666666666666
Jerry Stackhouse,2003,71,245,0.2897959183673469
Jeryl Sasser,2003,13,44,0.29545454545454547
Jim Jackson,2003,32,71,0.4507042253521127
Jiri Welsch,2003,1,4,0.25
Joe Johnson,2003,75,205,0.36585365853658536
Joe Smith,2003,0,2,0
Joel Przybilla,2003,0,0,NA
John Amaechi,2003,0,0,NA
John Crotty,2003,4,13,0.3076923076923077
John Salmons,2003,10,31,0.3225806451612903
John Stockton*,2003,29,80,0.3625
Jon Barry,2003,87,214,0.40654205607476634
Jonathan Bender,2003,19,53,0.3584905660377358
Joseph Forte,2003,0,3,0
Juan Dixon,2003,25,84,0.2976190476190476
Juaquin Hawkins,2003,10,24,0.4166666666666667
Jumaine Jones,2003,111,314,0.3535031847133758
Junior Harrington,2003,7,28,0.25
Juwan Howard,2003,2,4,0.5
Kareem Rush,2003,19,68,0.27941176470588236
Karl Malone*,2003,3,14,0.21428571428571427
Kedrick Brown,2003,3,39,0.07692307692307693
Keith Van Horn,2003,65,176,0.3693181818181818
Kelvin Cato,2003,0,4,0
Ken Johnson,2003,0,0,NA
Kendall Gill,2003,19,59,0.3220338983050847
Kenny Anderson,2003,1,7,0.14285714285714285
Kenny Satterfield,2003,5,28,0.17857142857142858
Kenny Thomas,2003,0,0,NA
Kenyon Martin,2003,9,43,0.20930232558139536
Keon Clark,2003,0,4,0
Kerry Kittles,2003,78,219,0.3561643835616438
Kevin Garnett,2003,20,71,0.28169014084507044
Kevin Ollie,2003,2,6,0.3333333333333333
Kevin Willis,2003,0,2,0
Keyon Dooling,2003,50,139,0.3597122302158273
Kirk Haston,2003,0,3,0
Kobe Bryant,2003,124,324,0.38271604938271603
Kurt Thomas,2003,2,3,0.6666666666666666
Kwame Brown,2003,0,3,0
LaPhonso Ellis,2003,27,107,0.2523364485981308
Lamar Odom,2003,42,129,0.32558139534883723
Larry Hughes,2003,29,79,0.3670886075949367
Latrell Sprewell,2003,134,360,0.37222222222222223
Lavor Postell,2003,2,7,0.2857142857142857
Lawrence Funderburke,2003,0,0,NA
Lee Nailon,2003,0,1,0
Lindsey Hunter,2003,34,107,0.3177570093457944
Lonny Baxter,2003,0,2,0
Loren Woods,2003,1,3,0.3333333333333333
Lorenzen Wright,2003,0,5,0
Lucious Harris,2003,47,136,0.34558823529411764
Maceo Baston,2003,0,0,NA
Malik Allen,2003,0,4,0
Malik Rose,2003,2,5,0.4
Mamadou N'Diaye,2003,0,0,NA
Manu Ginobili,2003,51,148,0.34459459459459457
Marc Jackson,2003,1,1,1
Marcus Camby,2003,2,5,0.4
Marcus Fizer,2003,1,6,0.16666666666666666
Marcus Haislip,2003,3,12,0.25
Mark Blount,2003,0,0,NA
Mark Bryant,2003,0,0,NA
Mark Jackson,2003,27,95,0.28421052631578947
Mark Madsen,2003,0,0,NA
Mark Strickland,2003,0,0,NA
Marko Jaric,2003,53,166,0.3192771084337349
Mateen Cleaves,2003,1,1,1
Matt Harpring,2003,66,160,0.4125
Matt Maloney,2003,5,15,0.3333333333333333
Maurice Taylor,2003,0,2,0
Mehmet Okur,2003,38,112,0.3392857142857143
Melvin Ely,2003,0,0,NA
Mengke Bateer,2003,1,3,0.3333333333333333
Metta World Peace,2003,71,211,0.33649289099526064
Michael Bradley,2003,1,6,0.16666666666666666
Michael Curry,2003,16,54,0.2962962962962963
Michael Dickerson,2003,4,11,0.36363636363636365
Michael Doleac,2003,0,0,NA
Michael Finley,2003,119,322,0.3695652173913043
Michael Jordan*,2003,16,55,0.2909090909090909
Michael Olowokandi,2003,0,0,NA
Michael Redd,2003,182,416,0.4375
Michael Stewart,2003,0,0,NA
Mike Batiste,2003,18,81,0.2222222222222222
Mike Bibby,2003,56,137,0.40875912408759124
Mike Dunleavy,2003,52,150,0.3466666666666667
Mike James,2003,67,228,0.29385964912280704
Mike Miller,2003,109,300,0.36333333333333334
Mike Wilks,2003,10,35,0.2857142857142857
Mikki Moore,2003,0,0,NA
Milt Palacio,2003,8,37,0.21621621621621623
Monty Williams,2003,0,2,0
Moochie Norris,2003,11,45,0.24444444444444444
Morris Peterson,2003,116,344,0.3372093023255814
Nate Huffman,2003,0,0,NA
Nazr Mohammed,2003,0,0,NA
Nene Hilario,2003,0,3,0
Nick Van Exel,2003,118,312,0.3782051282051282
Nikoloz Tskitishvili,2003,37,152,0.24342105263157895
Olumide Oyedeji,2003,0,0,NA
Oscar Torres,2003,7,13,0.5384615384615384
Othella Harrington,2003,0,0,NA
P.J. Brown,2003,0,3,0
Pat Burke,2003,1,7,0.14285714285714285
Pat Garrity,2003,161,407,0.3955773955773956
Pau Gasol,2003,1,10,0.1
Paul Pierce,2003,118,391,0.30179028132992325
Paul Shirley,2003,0,0,NA
Peja Stojakovic,2003,155,406,0.3817733990147783
Pepe Sanchez,2003,0,0,NA
Popeye Jones,2003,0,0,NA
Predrag Drobnjak,2003,30,85,0.35294117647058826
Predrag Savovic,2003,4,26,0.15384615384615385
Primoz Brezec,2003,0,1,0
Quentin Richardson,2003,61,198,0.30808080808080807
Qyntel Woods,2003,3,9,0.3333333333333333
Raef LaFrentz,2003,47,116,0.4051724137931034
Rafer Alston,2003,51,130,0.3923076923076923
Raja Bell,2003,21,51,0.4117647058823529
Randy Brown,2003,0,0,NA
Randy Livingston,2003,0,0,NA
Rashard Lewis,2003,75,217,0.3456221198156682
Rasheed Wallace,2003,110,307,0.3583061889250814
Rasho Nesterovic,2003,0,2,0
Rasual Butler,2003,50,171,0.29239766081871343
Ray Allen,2003,201,533,0.3771106941838649
Reggie Evans,2003,0,0,NA
Reggie Miller*,2003,113,318,0.3553459119496855
Reggie Slater,2003,0,0,NA
Richard Hamilton,2003,32,119,0.2689075630252101
Richard Jefferson,2003,6,24,0.25
Rick Brunson,2003,4,6,0.6666666666666666
Rick Fox,2003,105,280,0.375
Ricky Davis,2003,74,204,0.3627450980392157
Robert Archibald,2003,0,0,NA
Robert Horry,2003,51,177,0.288135593220339
Robert Pack,2003,0,5,0
Robert Traylor,2003,1,3,0.3333333333333333
Rod Strickland,2003,1,11,0.09090909090909091
Rodney Rogers,2003,44,132,0.3333333333333333
Rodney White,2003,32,134,0.23880597014925373
Roger Mason,2003,6,18,0.3333333333333333
Ron Mercer,2003,3,16,0.1875
Ronald Murray,2003,0,5,0
Ruben Boumtje-Boumtje,2003,0,0,NA
Ruben Patterson,2003,3,20,0.15
Ruben Wolkowyski,2003,0,1,0
Ryan Bowen,2003,2,7,0.2857142857142857
Ryan Humphrey,2003,0,0,NA
Sam Cassell,2003,59,163,0.3619631901840491
Samaki Walker,2003,0,1,0
Scot Pollard,2003,0,0,NA
Scott Padgett,2003,45,133,0.3383458646616541
Scott Williams,2003,0,2,0
Scottie Pippen*,2003,38,133,0.2857142857142857
Sean Lampley,2003,0,4,0
Sean Marks,2003,0,1,0
Sean Rooks,2003,0,1,0
Shammond Williams,2003,93,261,0.3563218390804598
Shandon Anderson,2003,52,140,0.37142857142857144
Shane Battier,2003,86,216,0.39814814814814814
Shaquille O'Neal*,2003,0,0,NA
Shareef Abdur-Rahim,2003,21,60,0.35
Shawn Bradley,2003,0,1,0
Shawn Kemp,2003,0,1,0
Shawn Marion,2003,141,364,0.3873626373626374
Smush Parker,2003,38,118,0.3220338983050847
Soumaila Samake,2003,0,0,NA
Speedy Claxton,2003,0,11,0
Stacey Augmon,2003,0,7,0
Stanislav Medvedenko,2003,0,2,0
Stephen Jackson,2003,95,297,0.31986531986531985
Stephon Marbury,2003,89,296,0.30067567567567566
Steve Francis,2003,85,240,0.3541666666666667
Steve Kerr,2003,49,124,0.3951612903225806
Steve Nash,2003,111,269,0.41263940520446096
Steve Smith,2003,39,118,0.3305084745762712
Steven Hunter,2003,0,0,NA
Stromile Swift,2003,0,2,0
Tamar Slay,2003,7,25,0.28
Tariq Abdul-Wahad,2003,0,1,0
Tayshaun Prince,2003,20,47,0.425531914893617
Terence Morris,2003,7,32,0.21875
Theo Ratliff,2003,0,0,NA
Tierre Brown,2003,0,1,0
Tim Duncan,2003,6,22,0.2727272727272727
Tim Hardaway,2003,11,31,0.3548387096774194
Tim Thomas,2003,97,265,0.3660377358490566
Tito Maddox,2003,0,3,0
Todd MacCulloch,2003,0,0,NA
Tom Gugliotta,2003,0,1,0
Toni Kukoc,2003,95,263,0.3612167300380228
Tony Battie,2003,1,5,0.2
Tony Delk,2003,120,304,0.39473684210526316
Tony Massenburg,2003,0,0,NA
Tony Parker,2003,82,243,0.3374485596707819
Tracy McGrady,2003,173,448,0.3861607142857143
Tracy Murray,2003,8,38,0.21052631578947367
Travis Best,2003,36,109,0.3302752293577982
Travis Knight,2003,0,1,0
Tremaine Fowlkes,2003,2,9,0.2222222222222222
Trenton Hassell,2003,13,40,0.325
Troy Hudson,2003,97,266,0.36466165413533835
Troy Murphy,2003,3,14,0.21428571428571427
Tyrone Hill,2003,0,0,NA
Tyronn Lue,2003,60,176,0.3409090909090909
Tyson Chandler,2003,0,0,NA
Vin Baker,2003,0,4,0
Vince Carter,2003,45,131,0.3435114503816794
Vincent Yarbrough,2003,21,78,0.2692307692307692
Vitaly Potapenko,2003,0,0,NA
Vlade Divac,2003,6,25,0.24
Vladimir Radmanovic,2003,104,293,0.35494880546075086
Vladimir Stepania,2003,0,0,NA
Voshon Lenard,2003,92,252,0.36507936507936506
Wally Szczerbiak,2003,61,145,0.4206896551724138
Walt Williams,2003,64,171,0.3742690058479532
Walter McCarty,2003,91,248,0.36693548387096775
Wang Zhizhi,2003,16,47,0.3404255319148936
Wesley Person,2003,100,231,0.4329004329004329
Yao Ming*,2003,1,2,0.5
Zach Randolph,2003,0,5,0
Zeljko Rebraca,2003,0,0,NA
Zendon Hamilton,2003,0,0,NA
Zydrunas Ilgauskas,2003,0,5,0
Aaron McKie,2004,75,172,0.436046511627907
Aaron Williams,2004,1,3,0.3333333333333333
Adonal Foyle,2004,0,0,NA
Adrian Griffin,2004,1,2,0.5
Al Harrington,2004,21,77,0.2727272727272727
